Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20
9207;156010;F;Chicago;460;346920;04/08/2019;GGOENEBQ078999;Nest Cam Outdoor Security Camera  USA;NestUSA;10;1190;60;Clicked;1;15000;268898;8;ELEC20;200
9208;156010;F;Chicago;460;347000;04/08/2019;GGOENEBD084799;Nest Learning Thermostat 3rd GenUSA  Copper;NestUSA;10;1490;60;Clicked;1;15000;268898;8;ELEC20;200
9209;156010;F;Chicago;460;347070;04/08/2019;GGOENEBB078899;Nest Cam Indoor Security Camera  USA;NestUSA;10;1190;60;Used;1;15000;268898;8;ELEC20;200
9210;142980;M;Chicago;410;346380;04/08/2019;GGOENEBB078899;Nest Cam Indoor Security Camera  USA;NestUSA;10;1190;1869;Not Used;1;15000;268898;8;ELEC20;200
9211;142980;M;Chicago;410;346410;04/08/2019;GGOENEBJ079499;Nest Learning Thermostat 3rd GenUSA  Stainless Steel;NestUSA;10;1490;60;Used;1;15000;268898;8;ELEC20;200
9212;181980;F;Chicago;290;346470;04/08/2019;GGOENEBB078899;Nest Cam Indoor Security Camera  USA;NestUSA;20;1190;60;Clicked;1;15000;268898;8;ELEC20;200
9213;181980;F;Chicago;290;346480;04/08/2019;GGOENEBJ079499;Nest Learning Thermostat 3rd GenUSA  Stainless Steel;NestUSA;10;1490;60;Clicked;1;15000;268898;8;ELEC20;200
9214;181980;F;Chicago;290;346480;04/08/2019;GGOENEBQ079099;Nest Protect Smoke  CO White Battery AlarmUSA;NestUSA;30;790;60;Not Used;1;15000;268898;8;ELEC20;200
9215;181980;F;Chicago;290;346480;04/08/2019;GGOENEBQ079199;Nest Protect Smoke  CO White Wired AlarmUSA;NestUSA;10;790;60;Used;1;15000;268898;8;ELEC20;200
9216;181980;F;Chicago;290;346520;04/08/2019;GGOENEBQ079099;Nest Protect Smoke  CO White Battery AlarmUSA;NestUSA;50;790;60;Used;1;15000;268898;8;ELEC20;200
9217;124840;M;California;440;346530;04/08/2019;GGOENEBJ079499;Nest Learning Thermostat 3rd GenUSA  Stainless Steel;NestUSA;10;1490;60;Used;1;15000;268898;8;ELEC20;200
9218;124840;M;California;440;346590;04/08/2019;GGOENEBB078899;Nest Cam Indoor Security Camera  USA;NestUSA;10;1190;60;Clicked;1;15000;268898;8;ELEC20;200
9219;124840;M;California;440;346590;04/08/2019;GGOENEBQ079099;Nest Protect Smoke  CO White Battery AlarmUSA;NestUSA;10;790;60;Not Used;1;15000;268898;8;ELEC20;200
9220;124840;M;California;440;346610;04/08/2019;GGOENEBB078899;Nest Cam Indoor Security Camera  USA;NestUSA;10;1190;60;Used;1;15000;268898;8;ELEC20;200
9221;124840;M;California;440;346630;04/08/2019;GGOENEBQ078999;Nest Cam Outdoor Security Camera  USA;NestUSA;10;1190;60;Used;1;15000;268898;8;ELEC20;200
9222;124840;M;California;440;346630;04/08/2019;GGOENEBQ084699;Nest Learning Thermostat 3rd GenUSA  White;NestUSA;10;1490;60;Clicked;1;15000;268898;8;ELEC20;200
9223;124840;M;California;440;346650;04/08/2019;GGOENEBQ084699;Nest Learning Thermostat 3rd GenUSA  White;NestUSA;10;1490;60;Used;1;15000;268898;8;ELEC20;200
9224;124840;M;California;440;346660;04/08/2019;GGOENEBQ078999;Nest Cam Outdoor Security Camera  USA;NestUSA;10;1190;60;Used;1;15000;268898;8;ELEC20;200
9225;124840;M;California;440;346690;04/08/2019;GGOENEBQ079099;Nest Protect Smoke  CO White Battery AlarmUSA;NestUSA;30;790;60;Clicked;1;15000;268898;8;ELEC20;200
9226;124840;M;California;440;346700;04/08/2019;GGOENEBQ078999;Nest Cam Outdoor Security Camera  USA;NestUSA;10;1190;60;Clicked;1;15000;268898;8;ELEC20;200
9227;124840;M;California;440;346710;04/08/2019;GGOENEBJ079499;Nest Learning Thermostat 3rd GenUSA  Stainless Steel;NestUSA;10;1490;60;Used;1;15000;268898;8;ELEC20;200
9228;124840;M;California;440;346710;04/08/2019;GGOENEBQ079099;Nest Protect Smoke  CO White Battery AlarmUSA;NestUSA;30;790;60;Clicked;1;15000;268898;8;ELEC20;200
9229;124840;M;California;440;346760;04/08/2019;GGOENEBJ079499;Nest Learning Thermostat 3rd GenUSA  Stainless Steel;NestUSA;10;1490;60;Clicked;1;15000;268898;8;ELEC20;200
9230;124840;M;California;440;346900;04/08/2019;GGOENEBQ078999;Nest Cam Outdoor Security Camera  USA;NestUSA;20;1190;60;Clicked;1;15000;268898;8;ELEC20;200
9231;181790;F;New York;60;347200;04/08/2019;GGOENEBB078899;Nest Cam Indoor Security Camera  USA;NestUSA;10;1190;60;Used;1;15000;268898;8;ELEC20;200
9232;181790;F;New York;60;347200;04/08/2019;GGOENEBJ079499;Nest Learning Thermostat 3rd GenUSA  Stainless Steel;NestUSA;10;1490;60;Clicked;1;15000;268898;8;ELEC20;200
9233;172840;F;New York;380;347210;04/08/2019;GGOENEBB078899;Nest Cam Indoor Security Camera  USA;NestUSA;20;1190;1299;Not Used;1;15000;268898;8;ELEC20;200
9234;172840;F;New York;380;347280;04/08/2019;GGOENEBJ079499;Nest Learning Thermostat 3rd GenUSA  Stainless Steel;NestUSA;10;1490;60;Used;1;15000;268898;8;ELEC20;200
9935;156010;F;Chicago;460;346910;04/08/2019;GGOEGFKQ020399;Google Laptop and Cell Phone Stickers;Office;20;299;60;Used;1;15000;268898;8;OFF20;200
9936;156010;F;Chicago;460;347080;04/08/2019;GGOEGOAB021499;Metal Texture Roller Pen;Office;10;696;60;Used;1;15000;268898;8;OFF20;200
9937;156010;F;Chicago;460;347080;04/08/2019;GGOEGOAB022499;Satin Black Ballpoint Pen;Office;10;96;60;Clicked;1;15000;268898;8;OFF20;200
9938;156010;F;Chicago;460;347090;04/08/2019;GGOEGFKQ020399;Google Laptop and Cell Phone Stickers;Office;6000;239;19042;Clicked;1;15000;268898;8;OFF20;200
9939;156010;F;Chicago;460;347140;04/08/2019;GGOEYFKQ020699;YouTube Custom Decals;Office;10;199;60;Used;1;15000;268898;8;OFF20;200
9940;156490;M;California;220;346430;04/08/2019;GGOEGOLC013299;Spiral Notebook and Pen Set;Office;10;335;65;Clicked;1;15000;268898;8;OFF20;200
9941;145050;F;California;80;346910;04/08/2019;GGOEGFKA022299;Keyboard DOT Sticker;Office;20;15;60;Not Used;1;15000;268898;8;OFF20;200
9942;142980;M;Chicago;410;346380;04/08/2019;GGOEGOCB017499;Leatherette Journal;Office;80;615;1869;Used;1;15000;268898;8;OFF20;200
9943;177070;F;Chicago;40;346430;04/08/2019;GGOEGOAB022499;Satin Black Ballpoint Pen;Office;10;96;65;Clicked;1;15000;268898;8;OFF20;200
9944;181980;F;Chicago;290;346440;04/08/2019;GGOEGFKQ020399;Google Laptop and Cell Phone Stickers;Office;200;239;4973;Clicked;1;15000;268898;8;OFF20;200
9945;124840;M;California;440;346550;04/08/2019;GGOEYOLR018699;YouTube Leatherette Notebook Combo;Office;110;559;7067;Clicked;1;15000;268898;8;OFF20;200
9946;124840;M;California;440;346570;04/08/2019;GGOEGOAQ012899;Ballpoint LED Light Pen;Office;100;20;1291;Not Used;1;15000;268898;8;OFF20;200
9947;124840;M;California;440;346570;04/08/2019;GGOEGOCB017499;Leatherette Journal;Office;150;615;1291;Clicked;1;15000;268898;8;OFF20;200
9948;124840;M;California;440;346600;04/08/2019;GGOEGOAB021499;Metal Texture Roller Pen;Office;20;696;60;Clicked;1;15000;268898;8;OFF20;200
9949;124840;M;California;440;346640;04/08/2019;GGOEGOCR017899;Recycled Paper Journal Set;Office;1300;399;60;Clicked;1;15000;268898;8;OFF20;200
9950;124840;M;California;440;346680;04/08/2019;GGOEGOLC013299;Spiral Notebook and Pen Set;Office;10;335;60;Used;1;15000;268898;8;OFF20;200
9951;124840;M;California;440;346770;04/08/2019;GGOEGOAB015899;Rainbow Stylus Pen;Office;10;12;3494;Used;1;15000;268898;8;OFF20;200
9952;124840;M;California;440;346770;04/08/2019;GGOEGOCT019199;Red Spiral Google Notebook;Office;30;799;3494;Clicked;1;15000;268898;8;OFF20;200
9953;124840;M;California;440;346780;04/08/2019;GGOEGOAC021799;Ballpoint Pen Blue;Office;40;79;1248;Clicked;1;15000;268898;8;OFF20;200
9954;124840;M;California;440;346780;04/08/2019;GGOEGOAQ012899;Ballpoint LED Light Pen;Office;150;20;1248;Used;1;15000;268898;8;OFF20;200
9955;124840;M;California;440;346810;04/08/2019;GGOEGOXQ016399;Badge Holder;Office;20;199;60;Clicked;1;15000;268898;8;OFF20;200
9956;124840;M;California;440;346860;04/08/2019;GGOEGOXQ016399;Badge Holder;Office;20;199;60;Used;1;15000;268898;8;OFF20;200
9957;124840;M;California;440;346880;04/08/2019;GGOEGOLC013299;Spiral Notebook and Pen Set;Office;80;335;1647;Used;1;15000;268898;8;OFF20;200
9958;124840;M;California;440;346880;04/08/2019;GGOEGOLC014299;Google Metallic Notebook Set;Office;80;479;1647;Clicked;1;15000;268898;8;OFF20;200
9959;172840;F;New York;380;347280;04/08/2019;GGOEGOAB022499;Satin Black Ballpoint Pen;Office;20;96;60;Not Used;1;15000;268898;8;OFF20;200
9960;172840;F;New York;380;347290;04/08/2019;GGOEGFKQ020399;Google Laptop and Cell Phone Stickers;Office;30;299;60;Clicked;1;15000;268898;8;OFF20;200
9961;172840;F;New York;380;347290;04/08/2019;GGOEGFKQ020799;Google Doodle Decal;Office;30;299;60;Used;1;15000;268898;8;OFF20;200
11996;156010;F;Chicago;460;346930;04/08/2019;GGOEGAAB033814;Google Mens Vintage Badge Tee Black;Apparel;10;76;60;Used;18;15000;268898;8;SALE20;200
11997;156010;F;Chicago;460;346930;04/08/2019;GGOEGALQ036615;Google Womens Scoop Neck Tee White;Apparel;20;48;60;Used;18;15000;268898;8;SALE20;200
11998;156010;F;Chicago;460;346930;04/08/2019;GGOEYAQB073216;YouTube Womens Fleece Hoodie Black;Apparel;10;3135;60;Used;18;15000;268898;8;SALE20;200
11999;156010;F;Chicago;460;346940;04/08/2019;GGOEAAAJ032413;Android Mens Short Sleeve Triblend Hero Tee Grey;Apparel;10;1063;60;Used;18;15000;268898;8;SALE20;200
12000;156010;F;Chicago;460;346940;04/08/2019;GGOEAAAJ032913;Android Mens Long  Lean Badge Tee Charcoal;Apparel;10;48;60;Used;18;15000;268898;8;SALE20;200
12001;156010;F;Chicago;460;346940;04/08/2019;GGOEGAAB033815;Google Mens Vintage Badge Tee Black;Apparel;10;76;60;Used;18;15000;268898;8;SALE20;200
12002;156010;F;Chicago;460;346940;04/08/2019;GGOEGAAJ032313;Google Mens Short Sleeve Hero Tee Charcoal;Apparel;10;1063;60;Not Used;18;15000;268898;8;SALE20;200
12003;156010;F;Chicago;460;346940;04/08/2019;GGOEGAAJ032614;Google Mens Short Sleeve Badge Tee Charcoal;Apparel;50;1063;60;Clicked;18;15000;268898;8;SALE20;200
12004;156010;F;Chicago;460;346940;04/08/2019;GGOEGAEC033113;Google Mens Long Sleeve Raglan Ocean Blue;Apparel;10;1399;60;Used;18;15000;268898;8;SALE20;200
12005;156010;F;Chicago;460;346940;04/08/2019;GGOEGAEJ031313;Google Triblend Hoodie Grey;Apparel;10;3199;60;Clicked;18;15000;268898;8;SALE20;200
12006;156010;F;Chicago;460;346950;04/08/2019;GGOEGADC059315;Google Mens Airflow 14 Zip Pullover Lapis;Apparel;10;3499;60;Used;18;15000;268898;8;SALE20;200
12007;156010;F;Chicago;460;346970;04/08/2019;GGOEGAAL010615;Google Mens 100 Cotton Short Sleeve Hero Tee Navy;Apparel;10;1359;60;Clicked;18;15000;268898;8;SALE20;200
12008;156010;F;Chicago;460;346980;04/08/2019;GGOEGAAL010615;Google Mens 100 Cotton Short Sleeve Hero Tee Navy;Apparel;10;1359;60;Clicked;18;15000;268898;8;SALE20;200
12009;156010;F;Chicago;460;346990;04/08/2019;GGOEGAAJ080614;Google Mens Bike Short Sleeve Tee Charcoal;Apparel;10;1999;60;Clicked;18;15000;268898;8;SALE20;200
12010;156010;F;Chicago;460;347010;04/08/2019;GGOEAAEJ035715;Android Mens Vintage Tank;Apparel;10;84;1299;Not Used;18;15000;268898;8;SALE20;200
12011;156010;F;Chicago;460;347010;04/08/2019;GGOEGAAJ032715;Google Mens Skater Tee Grey;Apparel;10;80;1299;Clicked;18;15000;268898;8;SALE20;200
12012;156010;F;Chicago;460;347010;04/08/2019;GGOEGAXQ067129;Google Toddler Short Sleeve Tee White;Apparel;10;1359;1299;Used;18;15000;268898;8;SALE20;200
12013;156010;F;Chicago;460;347050;04/08/2019;GGOEGAAJ032614;Google Mens Short Sleeve Badge Tee Charcoal;Apparel;10;1063;60;Used;18;15000;268898;8;SALE20;200
12014;156010;F;Chicago;460;347050;04/08/2019;GGOEGAFB035814;Google Mens  Zip Hoodie;Apparel;10;4479;60;Clicked;18;15000;268898;8;SALE20;200
12015;156010;F;Chicago;460;347100;04/08/2019;GGOEGADB059613;Google Mens Quilted Insulated Vest Black;Apparel;10;4199;60;Used;18;15000;268898;8;SALE20;200
12016;156010;F;Chicago;460;347100;04/08/2019;GGOEGATB060413;Google Womens Quilted Insulated Vest Black;Apparel;10;5999;60;Clicked;18;15000;268898;8;SALE20;200
12017;156010;F;Chicago;460;347140;04/08/2019;GGOEYAAB031814;YouTube Mens Short Sleeve Hero Tee Black;Apparel;10;1699;60;Not Used;18;15000;268898;8;SALE20;200
12018;156010;F;Chicago;460;347140;04/08/2019;GGOEYHPB072210;YouTube Twill Cap;Apparel;10;1099;60;Used;18;15000;268898;8;SALE20;200
12019;142980;M;Chicago;410;346350;04/08/2019;GGOEGAAB010516;Google Mens 100 Cotton Short Sleeve Hero Tee Black;Apparel;30;1359;7574;Clicked;18;15000;268898;8;SALE20;200
12020;142980;M;Chicago;410;346350;04/08/2019;GGOEGAAB010517;Google Mens 100 Cotton Short Sleeve Hero Tee Black;Apparel;30;1359;7574;Clicked;18;15000;268898;8;SALE20;200
12021;142980;M;Chicago;410;346350;04/08/2019;GGOEGAAQ010416;Google Mens 100 Cotton Short Sleeve Hero Tee White;Apparel;30;1359;7574;Used;18;15000;268898;8;SALE20;200
12022;142980;M;Chicago;410;346350;04/08/2019;GGOEGAAQ010417;Google Mens 100 Cotton Short Sleeve Hero Tee White;Apparel;30;1359;7574;Clicked;18;15000;268898;8;SALE20;200
12023;142980;M;Chicago;410;346360;04/08/2019;GGOEGAEB027813;Google Womens Short Sleeve Hero Tee Black;Apparel;10;1359;1248;Not Used;18;15000;268898;8;SALE20;200
12024;142980;M;Chicago;410;346360;04/08/2019;GGOEGAEB027814;Google Womens Short Sleeve Hero Tee Black;Apparel;10;1359;1248;Clicked;18;15000;268898;8;SALE20;200
12025;142980;M;Chicago;410;346360;04/08/2019;GGOEGAEB027815;Google Womens Short Sleeve Hero Tee Black;Apparel;10;1359;1248;Used;18;15000;268898;8;SALE20;200
12026;142980;M;Chicago;410;346360;04/08/2019;GGOEGAPB057513;Womens Weatherblock Shell Jacket Black;Apparel;10;372;1248;Clicked;18;15000;268898;8;SALE20;200
12027;142980;M;Chicago;410;346360;04/08/2019;GGOEGAPB057514;Womens Weatherblock Shell Jacket Black;Apparel;10;372;1248;Clicked;18;15000;268898;8;SALE20;200
12028;142980;M;Chicago;410;346360;04/08/2019;GGOEGAPB057515;Womens Weatherblock Shell Jacket Black;Apparel;10;372;1248;Used;18;15000;268898;8;SALE20;200
12029;142980;M;Chicago;410;346360;04/08/2019;GGOEGATC060314;Google Womens 14 Zip Performance Pullover TwoTone Blue;Apparel;10;260;1248;Not Used;18;15000;268898;8;SALE20;200
12030;142980;M;Chicago;410;346360;04/08/2019;GGOEGATC060315;Google Womens 14 Zip Performance Pullover TwoTone Blue;Apparel;10;260;1248;Clicked;18;15000;268898;8;SALE20;200
12031;142980;M;Chicago;410;346370;04/08/2019;GGOEGAAJ032313;Google Mens Short Sleeve Hero Tee Charcoal;Apparel;10;1329;60;Used;18;15000;268898;8;SALE20;200
12032;142980;M;Chicago;410;346370;04/08/2019;GGOEGALB034116;Google Womens Vintage Hero Tee Black;Apparel;10;57;60;Clicked;18;15000;268898;8;SALE20;200
12033;142980;M;Chicago;410;346370;04/08/2019;GGOEGALL074613;Google Womens Short Sleeve Badge Tee Navy;Apparel;10;849;60;Clicked;18;15000;268898;8;SALE20;200
12034;142980;M;Chicago;410;346380;04/08/2019;GGOEGAAB010515;Google Mens 100 Cotton Short Sleeve Hero Tee Black;Apparel;30;1359;1869;Clicked;18;15000;268898;8;SALE20;200
12035;142980;M;Chicago;410;346380;04/08/2019;GGOEYAAB031814;YouTube Mens Short Sleeve Hero Tee Black;Apparel;30;1359;1869;Used;18;15000;268898;8;SALE20;200
12036;142980;M;Chicago;410;346380;04/08/2019;GGOEYAAB031815;YouTube Mens Short Sleeve Hero Tee Black;Apparel;30;1359;1869;Clicked;18;15000;268898;8;SALE20;200
12037;142980;M;Chicago;410;346380;04/08/2019;GGOEYAAB031816;YouTube Mens Short Sleeve Hero Tee Black;Apparel;20;1359;1869;Clicked;18;15000;268898;8;SALE20;200
12038;142980;M;Chicago;410;346390;04/08/2019;GGOEGHPB071610;Google Twill Cap;Apparel;10;1099;200;Used;18;15000;268898;8;SALE20;200
12039;177070;F;Chicago;40;346430;04/08/2019;GGOEGAAJ032614;Google Mens Short Sleeve Badge Tee Charcoal;Apparel;10;1063;65;Used;18;15000;268898;8;SALE20;200
12040;181980;F;Chicago;290;346440;04/08/2019;GGOEGAAB010517;Google Mens 100 Cotton Short Sleeve Hero Tee Black;Apparel;10;1359;4973;Clicked;18;15000;268898;8;SALE20;200
12041;181980;F;Chicago;290;346440;04/08/2019;GGOEGAAQ010417;Google Mens 100 Cotton Short Sleeve Hero Tee White;Apparel;10;1359;4973;Used;18;15000;268898;8;SALE20;200
12042;181980;F;Chicago;290;346440;04/08/2019;GGOEGADC059317;Google Mens Airflow 14 Zip Pullover Lapis;Apparel;10;280;4973;Clicked;18;15000;268898;8;SALE20;200
12043;181980;F;Chicago;290;346490;04/08/2019;GGOEGAAB010516;Google Mens 100 Cotton Short Sleeve Hero Tee Black;Apparel;10;1359;60;Not Used;18;15000;268898;8;SALE20;200
12044;181980;F;Chicago;290;346490;04/08/2019;GGOEGADJ059715;Google Mens Quilted Insulated Vest Battleship Grey;Apparel;10;300;60;Used;18;15000;268898;8;SALE20;200
12045;181980;F;Chicago;290;346500;04/08/2019;GGOEGAWQ062249;Google Infant Short Sleeve Tee White;Apparel;10;1699;60;Clicked;18;15000;268898;8;SALE20;200
12046;181980;F;Chicago;290;346510;04/08/2019;GGOEGADJ056814;Google Mens Watershed Full Zip Hoodie Grey;Apparel;10;440;65;Clicked;18;15000;268898;8;SALE20;200
12047;181980;F;Chicago;290;346510;04/08/2019;GGOEGAEJ030816;Google Womens Long Sleeve Blended Cardigan Charcoal;Apparel;10;1679;65;Clicked;18;15000;268898;8;SALE20;200
12048;181980;F;Chicago;290;346530;04/08/2019;GGOEGAAJ059116;Google Mens Short Sleeve Performance Badge Tee Pewter;Apparel;10;88;60;Clicked;18;15000;268898;8;SALE20;200
12049;124840;M;California;440;346530;04/08/2019;GGOEGALB034115;Google Womens Vintage Hero Tee Black;Apparel;10;456;60;Not Used;18;15000;268898;8;SALE20;200
12050;124840;M;California;440;346530;04/08/2019;GGOEGALQ036614;Google Womens Scoop Neck Tee White;Apparel;10;48;60;Used;18;15000;268898;8;SALE20;200
12051;124840;M;California;440;346540;04/08/2019;GGOEGAER029713;Google Womens Short Sleeve Hero Tee Red Heather;Apparel;10;1899;60;Clicked;18;15000;268898;8;SALE20;200
12052;124840;M;California;440;346540;04/08/2019;GGOEGALB034113;Google Womens Vintage Hero Tee Black;Apparel;10;57;60;Used;18;15000;268898;8;SALE20;200
12053;124840;M;California;440;346570;04/08/2019;GGOEGAWR061848;Google Infant Short Sleeve Tee Red;Apparel;10;1359;1291;Not Used;18;15000;268898;8;SALE20;200
12054;124840;M;California;440;346580;04/08/2019;GGOEGADB056915;Google Mens Performance Full Zip Jacket Black;Apparel;10;480;60;Clicked;18;15000;268898;8;SALE20;200
12055;124840;M;California;440;346620;04/08/2019;GGOEGAAJ080614;Google Mens Bike Short Sleeve Tee Charcoal;Apparel;10;1599;60;Used;18;15000;268898;8;SALE20;200
12056;124840;M;California;440;346640;04/08/2019;GGOEAAAP081216;Android Mens Take Charge Short Sleeve Tee Purple;Apparel;10;999;60;Clicked;18;15000;268898;8;SALE20;200
12057;124840;M;California;440;346680;04/08/2019;GGOEGAAJ032714;Google Mens Skater Tee Grey;Apparel;10;80;60;Clicked;18;15000;268898;8;SALE20;200
12058;124840;M;California;440;346680;04/08/2019;GGOEGAAJ032814;Google Mens Long  Lean Tee Charcoal;Apparel;10;48;60;Used;18;15000;268898;8;SALE20;200
12059;124840;M;California;440;346680;04/08/2019;GGOEGAAL010616;Google Mens 100 Cotton Short Sleeve Hero Tee Navy;Apparel;10;1359;60;Used;18;15000;268898;8;SALE20;200
12060;124840;M;California;440;346680;04/08/2019;GGOEGAAQ010414;Google Mens 100 Cotton Short Sleeve Hero Tee White;Apparel;10;1359;60;Not Used;18;15000;268898;8;SALE20;200
12061;124840;M;California;440;346710;04/08/2019;GGOEGALB034114;Google Womens Vintage Hero Tee Black;Apparel;10;456;60;Used;18;15000;268898;8;SALE20;200
12062;124840;M;California;440;346720;04/08/2019;GGOEAHPB076113;Android Stretch Fit Hat;Apparel;10;1539;60;Used;18;15000;268898;8;SALE20;200
12063;124840;M;California;440;346720;04/08/2019;GGOEAHPB076114;Android Stretch Fit Hat;Apparel;10;1539;60;Clicked;18;15000;268898;8;SALE20;200
12064;124840;M;California;440;346720;04/08/2019;GGOEGAAJ057015;Google Mens Short Sleeve Performance Badge Tee Charcoal;Apparel;10;165;60;Not Used;18;15000;268898;8;SALE20;200
12065;124840;M;California;440;346740;04/08/2019;GGOEGAWQ062249;Google Infant Short Sleeve Tee White;Apparel;10;1359;60;Clicked;18;15000;268898;8;SALE20;200
12066;124840;M;California;440;346750;04/08/2019;GGOEGAAJ032815;Google Mens Long  Lean Tee Charcoal;Apparel;10;48;60;Used;18;15000;268898;8;SALE20;200
12067;124840;M;California;440;346750;04/08/2019;GGOEGAEJ028015;Google Womens Short Sleeve Hero Tee Grey;Apparel;10;408;60;Not Used;18;15000;268898;8;SALE20;200
12068;124840;M;California;440;346750;04/08/2019;GGOEGALB034114;Google Womens Vintage Hero Tee Black;Apparel;10;456;60;Used;18;15000;268898;8;SALE20;200
12069;124840;M;California;440;346750;04/08/2019;GGOEGALQ036615;Google Womens Scoop Neck Tee White;Apparel;10;48;60;Used;18;15000;268898;8;SALE20;200
12070;124840;M;California;440;346770;04/08/2019;GGOEAAWT061749;Android Onesie Gold;Apparel;10;1919;3494;Clicked;18;15000;268898;8;SALE20;200
12071;124840;M;California;440;346800;04/08/2019;GGOEAAAB034915;Android BTTF Moonshot Graphic Tee;Apparel;10;1599;60;Used;18;15000;268898;8;SALE20;200
12072;124840;M;California;440;346800;04/08/2019;GGOEGAFB035815;Google Mens  Zip Hoodie;Apparel;10;4479;60;Clicked;18;15000;268898;8;SALE20;200
12073;124840;M;California;440;346810;04/08/2019;GGOEAAAJ032916;Android Mens Long  Lean Badge Tee Charcoal;Apparel;10;60;60;Clicked;18;15000;268898;8;SALE20;200
12074;124840;M;California;440;346820;04/08/2019;GGOEGADB059614;Google Mens Quilted Insulated Vest Black;Apparel;10;4199;60;Clicked;18;15000;268898;8;SALE20;200
12075;124840;M;California;440;346850;04/08/2019;GGOEAAAP081214;Android Mens Take Charge Short Sleeve Tee Purple;Apparel;10;999;60;Not Used;18;15000;268898;8;SALE20;200
12076;124840;M;California;440;346860;04/08/2019;GGOEGATJ060516;Google Womens Quilted Insulated Vest White;Apparel;10;3749;60;Used;18;15000;268898;8;SALE20;200
12077;124840;M;California;440;346870;04/08/2019;GGOEGAAJ032715;Google Mens Skater Tee Grey;Apparel;10;80;60;Not Used;18;15000;268898;8;SALE20;200
12078;124840;M;California;440;346870;04/08/2019;GGOEGAEJ028015;Google Womens Short Sleeve Hero Tee Grey;Apparel;10;408;60;Clicked;18;15000;268898;8;SALE20;200
12079;124840;M;California;440;346870;04/08/2019;GGOEGALQ036615;Google Womens Scoop Neck Tee White;Apparel;10;48;60;Clicked;18;15000;268898;8;SALE20;200
12080;124840;M;California;440;346870;04/08/2019;GGOEGAXR066029;Google Toddler Sports Tshirt Red;Apparel;10;1063;60;Clicked;18;15000;268898;8;SALE20;200
12081;124840;M;California;440;346890;04/08/2019;GGOEGALB036513;Google Womens Scoop Neck Tee Black;Apparel;10;48;60;Clicked;18;15000;268898;8;SALE20;200
12082;124840;M;California;440;346910;04/08/2019;GGOEGAAR010714;Google Mens 100 Cotton Short Sleeve Hero Tee Red;Apparel;20;1699;60;Used;18;15000;268898;8;SALE20;200
12083;181790;F;New York;60;347180;04/08/2019;GGOEGATH060713;Google Womens Convertible VestJacket Sea Foam Green;Apparel;10;2376;60;Used;18;15000;268898;8;SALE20;200
12084;181790;F;New York;60;347200;04/08/2019;GGOEGAAB010514;Google Mens 100 Cotton Short Sleeve Hero Tee Black;Apparel;10;1359;60;Clicked;18;15000;268898;8;SALE20;200
12085;181790;F;New York;60;347200;04/08/2019;GGOEGALB034113;Google Womens Vintage Hero Tee Black;Apparel;10;456;60;Used;18;15000;268898;8;SALE20;200
12086;181790;F;New York;60;347200;04/08/2019;GGOEGAWQ062250;Google Infant Short Sleeve Tee White;Apparel;10;1359;60;Used;18;15000;268898;8;SALE20;200
12087;172840;F;New York;380;347240;04/08/2019;GGOEGAEC033116;Google Mens Long Sleeve Raglan Ocean Blue;Apparel;20;1399;65;Clicked;18;15000;268898;8;SALE20;200
12088;172840;F;New York;380;347240;04/08/2019;GGOEGAFB035816;Google Mens  Zip Hoodie;Apparel;20;4479;65;Not Used;18;15000;268898;8;SALE20;200
12089;172840;F;New York;380;347260;04/08/2019;GGOEGAAB033815;Google Mens Vintage Badge Tee Black;Apparel;30;949;60;Not Used;18;15000;268898;8;SALE20;200
12090;172840;F;New York;380;347260;04/08/2019;GGOEGAFB035815;Google Mens  Zip Hoodie;Apparel;10;5599;60;Not Used;18;15000;268898;8;SALE20;200
12091;172840;F;New York;380;347260;04/08/2019;GGOEGHPB071610;Google Twill Cap;Apparel;20;1099;60;Used;18;15000;268898;8;SALE20;200
12092;172840;F;New York;380;347270;04/08/2019;GGOEGAAB010516;Google Mens 100 Cotton Short Sleeve Hero Tee Black;Apparel;10;1699;60;Clicked;18;15000;268898;8;SALE20;200
12093;172840;F;New York;380;347270;04/08/2019;GGOEGAEJ028013;Google Womens Short Sleeve Hero Tee Grey;Apparel;10;51;60;Clicked;18;15000;268898;8;SALE20;200
12094;172840;F;New York;380;347270;04/08/2019;GGOEGAEJ028016;Google Womens Short Sleeve Hero Tee Grey;Apparel;10;51;60;Used;18;15000;268898;8;SALE20;200
12095;172840;F;New York;380;347290;04/08/2019;GGOEGAEJ030817;Google Womens Long Sleeve Blended Cardigan Charcoal;Apparel;10;2099;60;Not Used;18;15000;268898;8;SALE20;200
12096;172840;F;New York;380;347300;04/08/2019;GGOEGAAL010616;Google Mens 100 Cotton Short Sleeve Hero Tee Navy;Apparel;10;1359;60;Clicked;18;15000;268898;8;SALE20;200
12097;172840;F;New York;380;347310;04/08/2019;GGOEAHPB076113;Android Stretch Fit Hat;Apparel;10;1231;60;Clicked;18;15000;268898;8;SALE20;200
12098;172840;F;New York;380;347310;04/08/2019;GGOEGAYB068024;Google Youth Baseball Raglan HeatherBlack;Apparel;10;1999;60;Clicked;18;15000;268898;8;SALE20;200
